tweet_id,text,author_id
456,@AppleSupport Random support inquiry test record #456,user_456
457,@AppleSupport Random support inquiry test record #457,user_457
458,@AppleSupport Random support inquiry test record #458,user_458
459,@AppleSupport Random support inquiry test record #459,user_459
460,@AppleSupport Random support inquiry test record #460,user_460
461,@AppleSupport Random support inquiry test record #461,user_461
462,@AppleSupport Random support inquiry test record #462,user_462
463,@AppleSupport Random support inquiry test record #463,user_463
464,@AppleSupport Random support inquiry test record #464,user_464
465,@AppleSupport Random support inquiry test record #465,user_465
466,@AppleSupport Random support inquiry test record #466,user_466
467,@AppleSupport Random support inquiry test record #467,user_467
468,@AppleSupport Random support inquiry test record #468,user_468
469,@AppleSupport Random support inquiry test record #469,user_469
470,@AppleSupport Random support inquiry test record #470,user_470
471,@AppleSupport Random support inquiry test record #471,user_471
472,@AppleSupport Random support inquiry test record #472,user_472
473,@AppleSupport Random support inquiry test record #473,user_473
474,@AppleSupport Random support inquiry test record #474,user_474
475,@AppleSupport Random support inquiry test record #475,user_475
476,@AppleSupport Random support inquiry test record #476,user_476
477,@AppleSupport Random support inquiry test record #477,user_477
478,@AppleSupport Random support inquiry test record #478,user_478
479,@AppleSupport Random support inquiry test record #479,user_479
480,@AppleSupport Random support inquiry test record #480,user_480
481,@AppleSupport Random support inquiry test record #481,user_481
482,@AppleSupport Random support inquiry test record #482,user_482
483,@AppleSupport Random support inquiry test record #483,user_483
484,@AppleSupport Random support inquiry test record #484,user_484
485,@AppleSupport Random support inquiry test record #485,user_485
486,@AppleSupport Random support inquiry test record #486,user_486
487,@AppleSupport Random support inquiry test record #487,user_487
488,@AppleSupport Random support inquiry test record #488,user_488
489,@AppleSupport Random support inquiry test record #489,user_489
490,@AppleSupport Random support inquiry test record #490,user_490
491,@AppleSupport Random support inquiry test record #491,user_491
492,@AppleSupport Random support inquiry test record #492,user_492
493,@AppleSupport Random support inquiry test record #493,user_493
494,@AppleSupport Random support inquiry test record #494,user_494
495,@AppleSupport Random support inquiry test record #495,user_495
496,@AppleSupport Random support inquiry test record #496,user_496
497,@AppleSupport Random support inquiry test record #497,user_497
498,@AppleSupport Random support inquiry test record #498,user_498
499,@AppleSupport Random support inquiry test record #499,user_499
500,@AppleSupport Random support inquiry test record #500,user_500
